pool,record_id,gold_family,pool_size,any_gold,gold_recall,distinct_gold_recovered,rrf_hit1,rrf_hit5
direct+staged,nvbench2:test:325,rect,5,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:332,rect,6,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:335,arc,1,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:341,rect,16,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:344,rect,17,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:349,arc,14,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:351,boxplot,11,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:355,rect,13,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:365,point,7,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:366,boxplot,10,1.0,0.2,1,1.0,1.0
direct+staged,nvbench2:test:376,rect,3,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:377,rect,6,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:384,arc,7,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:385,arc,3,1.0,0.3333333333333333,1,1.0,1.0
direct+staged,nvbench2:test:388,bar+line+rect,17,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:392,rect,10,1.0,0.5,2,0.0,1.0
direct+staged,nvbench2:test:395,rect,7,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:406,bar,8,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:426,arc,2,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:430,bar,5,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:432,bar+line+rect,4,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:434,arc,3,1.0,0.2,1,1.0,1.0
direct+staged,nvbench2:test:435,rect,16,1.0,0.25,1,1.0,1.0
direct+staged,nvbench2:test:443,arc,5,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:446,arc,5,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:454,arc,3,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:461,rect,12,1.0,0.3333333333333333,1,1.0,1.0
direct+staged,nvbench2:test:466,rect,8,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:471,line,8,1.0,0.4,2,1.0,1.0
direct+staged,nvbench2:test:479,bar+line,11,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:483,arc,4,1.0,0.5,1,1.0,1.0
direct+staged,nvbench2:test:486,rect,20,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:489,arc,4,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:492,rect,12,1.0,0.5,1,0.0,1.0
direct+staged,nvbench2:test:505,bar,4,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:508,arc,4,1.0,0.5,1,0.0,1.0
direct+staged,nvbench2:test:519,boxplot,11,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:524,bar+line+rect,10,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:526,arc,4,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:531,line,2,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:532,arc+bar+line,7,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:535,line,11,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:545,rect,6,1.0,0.5,1,0.0,1.0
direct+staged,nvbench2:test:546,arc,3,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:547,rect,5,1.0,0.3333333333333333,1,1.0,1.0
direct+staged,nvbench2:test:551,line,7,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:552,arc,3,1.0,0.5,1,1.0,1.0
direct+staged,nvbench2:test:553,bar,3,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:554,arc,3,1.0,0.5,1,1.0,1.0
direct+staged,nvbench2:test:556,rect,7,1.0,1.0,1,1.0,1.0
direct+staged,nvbench2:test:558,arc,7,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:561,line,4,1.0,0.2,1,1.0,1.0
direct+staged,nvbench2:test:566,boxplot,10,1.0,0.25,1,0.0,1.0
direct+staged,nvbench2:test:574,bar,13,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:577,line,7,1.0,0.2,1,0.0,1.0
direct+staged,nvbench2:test:578,arc,2,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:583,rect,23,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:589,arc,6,1.0,0.5,1,1.0,1.0
direct+staged,nvbench2:test:609,point,25,1.0,0.5,1,0.0,0.0
direct+staged,nvbench2:test:610,bar,12,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:611,bar+line,14,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:622,line,12,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:623,arc,11,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:634,boxplot,7,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:636,arc,10,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:637,line,1,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:642,boxplot,4,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:647,bar+line+point,8,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:649,rect,10,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:651,point,8,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:658,bar,11,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:663,point,16,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:665,point,14,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:666,arc,11,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:676,line,8,1.0,0.5,1,1.0,1.0
direct+staged,nvbench2:test:677,arc,3,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:685,point,2,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:687,boxplot,4,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:688,boxplot,17,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:695,point,13,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:703,arc,2,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:705,arc,10,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:707,arc,12,1.0,0.5,2,1.0,1.0
direct+staged,nvbench2:test:711,boxplot,21,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:727,bar,16,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:730,arc,3,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:731,bar,5,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:732,boxplot,9,1.0,0.5,1,0.0,1.0
direct+staged,nvbench2:test:736,bar,6,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:737,arc,1,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:741,boxplot,4,0.0,0.0,0,0.0,0.0
direct+staged,nvbench2:test:745,boxplot,7,0.0,0.0,0,0.0,0.0
