case_id,model,gold_fields_exposed,candidate_field_count,query_only_json_valid,privileged_json_valid,query_only_chart_match,privileged_chart_match,query_only_field_pair_match,privileged_field_pair_match,query_only_full_match,privileged_full_match
445@x_name@ASC,codegemma:7b,1,3,1,1,1,1,0,1,0,1
445@x_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,0,1,0,1
445@x_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
445@x_name@ASC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
445@x_name@ASC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
462,codegemma:7b,1,8,1,1,1,1,0,0,0,0
462,granite3.1-dense:2b,1,8,1,1,1,1,0,1,0,1
462,llama3.2:3b,1,8,1,1,1,1,0,0,0,0
462,phi3.5:latest,1,8,1,1,1,1,0,0,0,0
462,qwen2.5:3b,1,8,1,1,1,1,0,0,0,0
555@y_name@DESC,codegemma:7b,1,5,1,1,1,1,0,0,0,0
555@y_name@DESC,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
555@y_name@DESC,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
555@y_name@DESC,phi3.5:latest,1,5,1,1,1,1,0,1,0,1
555@y_name@DESC,qwen2.5:3b,1,5,1,1,1,1,0,1,0,1
56@y_name@ASC,codegemma:7b,1,8,1,1,1,1,0,0,0,0
56@y_name@ASC,granite3.1-dense:2b,1,8,1,1,1,1,1,1,1,1
56@y_name@ASC,llama3.2:3b,1,8,1,1,1,1,0,0,0,0
56@y_name@ASC,phi3.5:latest,1,8,1,1,0,1,0,0,0,0
56@y_name@ASC,qwen2.5:3b,1,8,1,1,1,1,0,1,0,1
576@y_name@DESC,codegemma:7b,1,8,1,1,1,1,0,1,0,1
576@y_name@DESC,granite3.1-dense:2b,1,8,1,1,1,1,0,1,0,1
576@y_name@DESC,llama3.2:3b,1,8,1,1,1,1,0,1,0,1
576@y_name@DESC,phi3.5:latest,1,8,1,1,1,1,0,1,0,1
576@y_name@DESC,qwen2.5:3b,1,8,1,1,1,1,0,1,0,1
580@x_name@DESC,codegemma:7b,1,3,1,1,1,1,0,0,0,0
580@x_name@DESC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
580@x_name@DESC,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
580@x_name@DESC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
580@x_name@DESC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
58@y_name@ASC,codegemma:7b,1,4,1,1,1,1,0,1,0,1
58@y_name@ASC,granite3.1-dense:2b,1,4,1,1,1,1,0,1,0,1
58@y_name@ASC,llama3.2:3b,1,4,1,1,1,1,0,1,0,1
58@y_name@ASC,phi3.5:latest,1,4,1,1,1,0,0,0,0,0
58@y_name@ASC,qwen2.5:3b,1,4,1,1,1,1,0,1,0,1
611,codegemma:7b,1,7,1,1,1,1,1,0,1,0
611,granite3.1-dense:2b,1,7,1,1,1,1,1,1,1,1
611,llama3.2:3b,1,7,1,1,1,1,1,1,1,1
611,phi3.5:latest,1,7,1,0,1,0,1,0,1,0
611,qwen2.5:3b,1,7,1,1,1,1,0,1,0,1
622,codegemma:7b,1,5,1,1,1,1,0,0,0,0
622,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
622,llama3.2:3b,1,5,1,1,1,1,0,0,0,0
622,phi3.5:latest,1,5,1,1,0,0,0,0,0,0
622,qwen2.5:3b,1,5,1,1,1,1,0,0,0,0
636@y_name@DESC,codegemma:7b,1,6,1,1,1,1,1,1,1,1
636@y_name@DESC,granite3.1-dense:2b,1,6,1,1,1,1,0,1,0,1
636@y_name@DESC,llama3.2:3b,1,6,1,1,1,1,1,1,1,1
636@y_name@DESC,phi3.5:latest,1,6,1,1,1,1,0,1,0,1
636@y_name@DESC,qwen2.5:3b,1,6,1,1,1,1,0,1,0,1
647@x_name@DESC,codegemma:7b,1,4,1,1,0,1,0,1,0,1
647@x_name@DESC,granite3.1-dense:2b,1,4,1,1,1,1,0,0,0,0
647@x_name@DESC,llama3.2:3b,1,4,1,1,0,0,0,1,0,0
647@x_name@DESC,phi3.5:latest,1,4,1,1,0,0,1,1,0,0
647@x_name@DESC,qwen2.5:3b,1,4,1,1,0,0,0,0,0,0
664,codegemma:7b,1,4,1,1,1,1,1,1,1,1
664,granite3.1-dense:2b,1,4,1,1,1,1,1,1,1,1
664,llama3.2:3b,1,4,1,1,1,1,1,1,1,1
664,phi3.5:latest,1,4,1,1,1,1,1,1,1,1
664,qwen2.5:3b,1,4,1,1,1,1,1,1,1,1
682@x_name@ASC,codegemma:7b,1,3,1,1,1,1,1,1,1,1
682@x_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
682@x_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,1,0,1
682@x_name@ASC,phi3.5:latest,1,3,1,1,1,1,0,1,0,1
682@x_name@ASC,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
691,codegemma:7b,1,8,1,1,1,1,0,0,0,0
691,granite3.1-dense:2b,1,8,1,1,1,1,0,0,0,0
691,llama3.2:3b,1,8,1,1,1,1,0,0,0,0
691,phi3.5:latest,1,8,1,1,1,1,0,0,0,0
691,qwen2.5:3b,1,8,1,1,1,1,0,0,0,0
693,codegemma:7b,1,3,1,1,1,1,1,1,1,1
693,granite3.1-dense:2b,1,3,1,1,1,1,1,1,1,1
693,llama3.2:3b,1,3,1,1,1,1,1,1,1,1
693,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
693,qwen2.5:3b,1,3,1,1,1,1,1,1,1,1
718,codegemma:7b,1,7,1,1,1,1,0,0,0,0
718,granite3.1-dense:2b,1,7,1,1,1,1,0,0,0,0
718,llama3.2:3b,1,7,1,1,1,1,0,0,0,0
718,phi3.5:latest,1,7,1,1,1,1,0,0,0,0
718,qwen2.5:3b,1,7,1,1,1,1,0,0,0,0
744,codegemma:7b,1,5,1,1,1,1,1,0,1,0
744,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
744,llama3.2:3b,1,5,1,1,1,1,1,1,1,1
744,phi3.5:latest,1,5,1,1,1,1,1,1,1,1
744,qwen2.5:3b,1,5,1,1,1,1,1,0,1,0
81,codegemma:7b,1,6,1,1,1,1,0,0,0,0
81,granite3.1-dense:2b,1,6,1,1,1,1,0,1,0,1
81,llama3.2:3b,1,6,1,1,1,1,0,0,0,0
81,phi3.5:latest,1,6,1,1,1,1,0,0,0,0
81,qwen2.5:3b,1,6,1,1,1,1,0,0,0,0
832,codegemma:7b,1,4,1,1,1,1,1,1,1,1
832,granite3.1-dense:2b,1,4,1,1,1,1,1,1,1,1
832,llama3.2:3b,1,4,1,1,1,1,0,1,0,1
832,phi3.5:latest,1,4,1,1,1,1,1,1,1,1
832,qwen2.5:3b,1,4,1,1,1,1,1,1,1,1
833@y_name@DESC,codegemma:7b,1,5,1,1,1,1,1,1,1,1
833@y_name@DESC,granite3.1-dense:2b,1,5,1,1,1,1,0,1,0,1
833@y_name@DESC,llama3.2:3b,1,5,1,1,1,1,1,1,1,1
833@y_name@DESC,phi3.5:latest,1,5,1,1,1,1,1,0,1,0
833@y_name@DESC,qwen2.5:3b,1,5,1,1,1,1,1,1,1,1
863@y_name@ASC,codegemma:7b,1,3,1,1,1,1,0,0,0,0
863@y_name@ASC,granite3.1-dense:2b,1,3,1,1,1,1,0,0,0,0
863@y_name@ASC,llama3.2:3b,1,3,1,1,1,1,0,0,0,0
863@y_name@ASC,phi3.5:latest,1,3,1,1,1,1,0,0,0,0
863@y_name@ASC,qwen2.5:3b,1,3,1,1,1,1,0,1,0,1
882@x_name@DESC,codegemma:7b,1,5,1,1,1,1,1,1,1,1
882@x_name@DESC,granite3.1-dense:2b,1,5,1,1,1,1,1,1,1,1
882@x_name@DESC,llama3.2:3b,1,5,1,1,1,1,1,0,1,0
882@x_name@DESC,phi3.5:latest,1,5,1,1,0,1,0,1,0,1
882@x_name@DESC,qwen2.5:3b,1,5,1,1,1,1,1,1,1,1
924,codegemma:7b,1,5,1,1,1,1,0,1,0,1
924,granite3.1-dense:2b,1,5,1,1,1,1,0,0,0,0
924,llama3.2:3b,1,5,1,1,1,1,0,1,0,1
924,phi3.5:latest,1,5,1,1,1,1,0,0,0,0
924,qwen2.5:3b,1,5,1,1,1,1,0,1,0,1
