record_id,gold_family,variant,top1_agreement,candidate_jaccard,baseline_hit1,variant_hit1,delta_hit1,baseline_hit5,variant_hit5,delta_hit5,baseline_top1_conformity,variant_top1_conformity,delta_top1_conformity,baseline_component_overlap,variant_component_overlap,delta_component_overlap,variant_parse_success
nvbench2:dev:103,boxplot,schema_reverse,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:105,arc,schema_reverse,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:108,boxplot,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:112,boxplot,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0
nvbench2:dev:114,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.44000000000000006,0.44000000000000006,0.0,1.0
nvbench2:dev:116,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:118,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666668,0.8666666666666668,0.0,1.0
nvbench2:dev:127,arc,schema_reverse,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,-0.09999999999999998,1.0
nvbench2:dev:136,boxplot,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.8,-0.19999999999999996,1.0
nvbench2:dev:138,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,1.0
nvbench2:dev:139,line,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:143,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666667,0.7333333333333333,0.06666666666666654,1.0
nvbench2:dev:144,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.9199999999999999,0.7733333333333333,-0.1466666666666666,1.0
nvbench2:dev:149,point,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.8666666666666666,-0.13333333333333341,1.0
nvbench2:dev:157,point,schema_reverse,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36,0.36,0.0,1.0
nvbench2:dev:158,point,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44000000000000006,0.48571428571428577,0.04571428571428571,1.0
nvbench2:dev:165,line,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:167,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,0.6666666666666666,-0.2666666666666666,1.0
nvbench2:dev:17,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6333333333333333,0.1333333333333333,1.0
nvbench2:dev:176,line,schema_reverse,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.64,1.0,0.36,1.0
nvbench2:dev:182,rect,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0
nvbench2:dev:188,rect,schema_reverse,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:191,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.9333333333333332,-0.06666666666666676,1.0
nvbench2:dev:203,bar+line,schema_reverse,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.72,0.72,0.0,1.0
nvbench2:dev:214,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.6666666666666667,-0.06666666666666654,1.0
nvbench2:dev:22,boxplot,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8,-0.19999999999999996,1.0
nvbench2:dev:223,boxplot,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:228,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.26666666666666666,0.06666666666666665,1.0
nvbench2:dev:23,point,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44000000000000006,0.44000000000000006,0.0,1.0
nvbench2:dev:232,arc,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.6,-0.30000000000000004,1.0
nvbench2:dev:245,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5866666666666667,0.5866666666666667,0.0,1.0
nvbench2:dev:25,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:252,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16,0.2,0.04000000000000001,1.0
nvbench2:dev:253,arc+bar+line,schema_reverse,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9,1.0,0.09999999999999998,1.0
nvbench2:dev:255,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,1.0
nvbench2:dev:256,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5333333333333334,0.4666666666666667,-0.06666666666666676,1.0
nvbench2:dev:259,point,schema_reverse,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:278,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:283,rect,schema_reverse,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.26666666666666666,0.26666666666666666,0.0,1.0
nvbench2:dev:286,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.9199999999999999,0.0,1.0
nvbench2:dev:292,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5666666666666667,0.7333333333333333,0.16666666666666663,1.0
nvbench2:dev:296,bar,schema_reverse,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:298,bar,schema_reverse,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:300,arc,schema_reverse,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:302,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.6,-0.1333333333333333,1.0
nvbench2:dev:307,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,0.8,0.1333333333333333,1.0
nvbench2:dev:314,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:315,bar,schema_reverse,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:317,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0
nvbench2:dev:319,boxplot,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:326,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.26666666666666666,0.24000000000000005,-0.026666666666666616,1.0
nvbench2:dev:327,boxplot,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:33,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:331,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:332,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,0.0,1.0
nvbench2:dev:336,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:338,rect,schema_reverse,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:34,point,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:340,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,1.0,0.06666666666666676,1.0
nvbench2:dev:346,bar+line+rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666667,0.06666666666666676,1.0
nvbench2:dev:35,bar+line+point+rect,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:358,bar,schema_reverse,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:362,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0
nvbench2:dev:367,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.64,0.64,0.0,1.0
nvbench2:dev:381,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,0.6666666666666667,-0.2666666666666665,1.0
nvbench2:dev:383,rect,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:384,bar,schema_reverse,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.62,0.62,0.0,1.0
nvbench2:dev:388,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666667,0.6,-0.06666666666666676,1.0
nvbench2:dev:39,arc,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.64,0.3714285714285715,-0.2685714285714285,1.0
nvbench2:dev:394,arc,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.09999999999999998,1.0
nvbench2:dev:398,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:40,rect,schema_reverse,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:403,point,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36,0.5599999999999999,0.19999999999999996,1.0
nvbench2:dev:405,bar,schema_reverse,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:41,arc,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.64,-0.26,1.0
nvbench2:dev:421,arc,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.09999999999999998,1.0
nvbench2:dev:422,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:436,point,schema_reverse,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.4,0.0,1.0
nvbench2:dev:444,point,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.13333333333333333,-0.19999999999999998,1.0
nvbench2:dev:445,boxplot,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0
nvbench2:dev:455,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:457,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:462,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,1.0
nvbench2:dev:463,bar+line+point,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5733333333333334,0.6533333333333333,0.07999999999999996,1.0
nvbench2:dev:465,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:470,boxplot,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,1.0
nvbench2:dev:475,bar+line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0
nvbench2:dev:48,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:485,bar,schema_reverse,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:49,line,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:492,arc,schema_reverse,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7,1.0,0.30000000000000004,1.0
nvbench2:dev:495,boxplot,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6,-0.4,1.0
nvbench2:dev:498,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:499,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.64,-0.36,1.0
nvbench2:dev:507,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5333333333333333,0.1333333333333333,1.0
nvbench2:dev:508,arc,schema_reverse,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:51,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8533333333333333,0.8533333333333333,0.0,1.0
nvbench2:dev:515,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0
nvbench2:dev:531,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.9199999999999999,0.8666666666666666,-0.053333333333333344,1.0
nvbench2:dev:538,arc,schema_reverse,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:54,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.9199999999999999,0.0,1.0
nvbench2:dev:540,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.9199999999999999,0.0,1.0
nvbench2:dev:551,line,schema_reverse,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.8,0.7,-0.10000000000000009,1.0
nvbench2:dev:554,point,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8,-0.19999999999999996,1.0
nvbench2:dev:562,bar,schema_reverse,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:568,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.8666666666666666,0.8333333333333333,-0.033333333333333326,1.0
nvbench2:dev:57,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.7333333333333333,0.0,1.0
nvbench2:dev:571,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40714285714285714,0.3833333333333333,-0.023809523809523836,1.0
nvbench2:dev:572,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,0.9333333333333332,0.0,1.0
nvbench2:dev:573,point,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36,0.44000000000000006,0.08000000000000007,1.0
nvbench2:dev:603,rect,schema_reverse,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,1.0
nvbench2:dev:605,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.9333333333333332,0.033333333333333215,1.0
nvbench2:dev:606,bar,schema_reverse,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.9199999999999999,0.0,1.0
nvbench2:dev:61,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:612,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:614,bar,schema_reverse,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:628,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,1.0
nvbench2:dev:63,arc,schema_reverse,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:641,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666668,0.8666666666666668,0.0,1.0
nvbench2:dev:642,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7333333333333333,0.6533333333333333,-0.07999999999999996,1.0
nvbench2:dev:644,bar+line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9333333333333332,0.8666666666666668,-0.06666666666666643,1.0
nvbench2:dev:647,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666667,0.6857142857142857,0.01904761904761898,1.0
nvbench2:dev:651,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.9199999999999999,0.8400000000000001,-0.07999999999999985,1.0
nvbench2:dev:655,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16,0.3,0.13999999999999999,1.0
nvbench2:dev:666,line,schema_reverse,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:672,bar,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:675,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.0,0.30000000000000004,1.0
nvbench2:dev:68,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:681,bar,schema_reverse,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.64,-0.2799999999999999,1.0
nvbench2:dev:683,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.39999999999999997,0.8,0.4000000000000001,1.0
nvbench2:dev:684,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.8400000000000001,0.0,1.0
nvbench2:dev:713,bar,schema_reverse,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0
nvbench2:dev:715,point,schema_reverse,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5333333333333333,0.5333333333333333,0.0,1.0
nvbench2:dev:716,boxplot,schema_reverse,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
nvbench2:dev:717,boxplot,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7,0.033333333333333326,1.0
nvbench2:dev:718,boxplot,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.9,0.09999999999999998,1.0
nvbench2:dev:719,arc,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7,0.6333333333333333,-0.06666666666666665,1.0
nvbench2:dev:72,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0
nvbench2:dev:721,boxplot,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.6,0.0,1.0
nvbench2:dev:723,boxplot,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666666,0.8666666666666666,0.0,1.0
nvbench2:dev:725,boxplot,schema_reverse,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.4,0.4,0.0,1.0
nvbench2:dev:73,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:732,bar+line+rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.52,0.72,0.19999999999999996,1.0
nvbench2:dev:733,bar+line+rect,schema_reverse,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9199999999999999,0.8400000000000001,-0.07999999999999985,1.0
nvbench2:dev:76,bar,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44000000000000006,0.7333333333333333,0.2933333333333332,1.0
nvbench2:dev:83,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0
nvbench2:dev:84,rect,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8666666666666668,0.8666666666666668,0.0,1.0
nvbench2:dev:89,arc,schema_reverse,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0
nvbench2:dev:92,arc,schema_reverse,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0
nvbench2:dev:97,line,schema_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4333333333333333,-0.06666666666666671,1.0
